outPkts,inPkts,outByts,inByts,outData,outDataByts,inData,inDataByts,outPkts/s,inPkts/s,outByts/s,inByts/s,byts/s,pkts/s,outPktLenMax,outPktLenMin,outPktLenMean,inPktLenMax,inPktLenMin,inPktLenMean,FIN,SYN,RST,PSH,ACK,URG,CWR,ECE,ftp,ssh,telnet,http,https,well-known port,registered port,dynamic port,Label
52136,3,0,264,0,3,108,0,0,3.36,0.0,295.8,0.0,295.8,3.36,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,8,4,560,360,4,144,4,152,9.16,4.58,641.35,412.3,1053.65,13.74,88,88,70.0,96,96,90.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,7,0,656,0,7,292,0,0,7.25,0.0,679.49,0.0,679.49,7.25,96,96,93.71428571428571,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,12,6,840,560,6,216,6,248,16.12,8.06,1128.21,752.14,1880.35,24.18,88,88,70.0,96,96,93.33333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,4,0,352,0,4,144,0,0,4.43,0.0,389.65,0.0,389.65,4.43,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,12,6,840,544,6,216,6,232,14.36,7.18,1004.91,650.8,1655.71,21.54,88,88,70.0,104,104,90.66666666666667,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,4,0,368,0,4,160,0,0,5.55,0.0,510.38,0.0,510.38,5.55,104,104,92.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,7,4,472,960,3,108,4,752,11.77,6.73,793.7,1614.31,2408.01,18.5,88,88,67.42857142857143,696,696,240.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,872,0,3,716,0,0,22.05,0.0,6410.54,0.0,6410.54,22.05,696,696,290.6666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,2,1,140,88,1,36,1,36,85.26,42.63,5968.54,3751.65,9720.19,127.89000000000001,88,88,70.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,1,0,88,0,1,36,0,0,0,0,0,0,0,0,88,88,88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,10,5,700,440,5,180,5,180,12.05,6.02,843.32,530.09,1373.41,18.07,88,88,70.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,6,0,528,0,6,216,0,0,5.92,0.0,521.1,0.0,521.1,5.92,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,14,7,980,616,7,252,7,252,14.38,7.19,1006.4,632.59,1638.99,21.57,88,88,70.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,7,0,616,0,7,252,0,0,7.54,0.0,663.61,0.0,663.61,7.54,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,8,5,524,592,3,108,5,332,12.06,7.53,789.65,892.12,1681.77,19.59,88,88,65.5,224,224,118.4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,5,0,608,0,5,348,0,0,8.48,0.0,1031.73,0.0,1031.73,8.48,224,224,121.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,12,6,888,544,6,264,6,232,12.7,6.35,940.0,575.85,1515.85,19.049999999999997,96,96,74.0,104,104,90.66666666666667,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,6,0,544,0,6,232,0,0,6.51,0.0,590.6,0.0,590.6,6.51,104,104,90.66666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,8,4,592,352,4,176,4,144,17.03,8.52,1260.26,749.34,2009.6,25.55,96,96,74.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,4,0,352,0,4,144,0,0,8.39,0.0,738.02,0.0,738.02,8.39,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,4,2,280,192,2,72,2,88,34.06,17.03,2384.47,1635.06,4019.5299999999997,51.09,88,88,70.0,104,104,96.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,2,0,192,0,2,88,0,0,18.27,0.0,1754.38,0.0,1754.38,18.27,104,104,96.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
56168,4,4,288,1048,2,80,2,840,4.42,4.42,318.3,1158.25,1476.55,8.84,96,96,72.0,680,680,262.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52136,4,0,1048,0,2,840,0,0,4.48,0.0,1173.58,0.0,1173.58,4.48,680,680,262.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52136,3,0,708,0,2,552,0,0,4.02,0.0,949.57,0.0,949.57,4.02,496,496,236.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,3,3,264,708,1,108,2,552,4.15,4.15,365.57,980.38,1345.95,8.3,160,160,88.0,496,496,236.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,4,0,1156,0,3,948,0,0,4.11,0.0,1188.84,0.0,1188.84,4.11,688,688,289.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,5,4,340,1156,2,80,3,948,5.65,4.52,383.99,1305.57,1689.56,10.17,96,96,68.0,688,688,289.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
22,4,4,288,872,2,80,2,664,15.61,15.61,1123.98,3403.15,4527.13,31.22,96,96,72.0,504,504,218.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,784,0,1,628,0,0,13.17,0.0,3442.55,0.0,3442.55,13.17,680,680,261.3333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52136,8,0,2772,0,7,2356,0,0,10.14,0.0,3512.85,0.0,3512.85,10.14,696,696,346.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,9,9,504,2284,1,36,8,1816,11.76,11.76,658.28,2983.18,3641.46,23.52,88,88,56.0,696,696,253.77777777777777,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,192,0,1,36,0,0,13.83,0.0,885.08,0.0,885.08,13.83,88,88,64.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,3,3,228,192,2,72,1,36,15.5,15.5,1178.18,992.15,2170.33,31.0,88,88,76.0,88,88,64.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
22,3,3,236,784,2,80,1,628,15.15,15.15,1191.65,3958.69,5150.34,30.3,96,96,78.66666666666667,680,680,261.3333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,784,0,1,628,0,0,17.95,0.0,4689.67,0.0,4689.67,17.95,680,680,261.3333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52136,4,0,2256,0,2,2048,0,0,11.87,0.0,6695.85,0.0,6695.85,11.87,2040,2040,564.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,4,4,280,2256,2,72,2,2048,12.76,12.76,893.31,7197.54,8090.85,25.52,88,88,70.0,2040,2040,564.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
80,6,0,407,0,0,0,0,0,15.52,0.0,1052.65,0.0,1052.65,15.52,139,139,67.83333333333333,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
52136,3,0,228,0,2,72,0,0,3.49,0.0,265.0,0.0,265.0,3.49,88,88,76.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,4,3,296,228,2,88,2,72,4.78,3.59,353.85,272.56,626.4100000000001,8.370000000000001,96,96,74.0,88,88,76.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
22,6,3,420,280,3,108,3,124,17.34,8.67,1213.86,809.24,2023.1,26.009999999999998,88,88,70.0,96,96,93.33333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,280,0,3,124,0,0,9.29,0.0,867.1,0.0,867.1,9.29,96,96,93.33333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,8,4,560,352,4,144,4,144,11.81,5.9,826.67,519.62,1346.29,17.71,88,88,70.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,4,0,352,0,4,144,0,0,6.2,0.0,546.0,0.0,546.0,6.2,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,4,2,280,192,2,72,2,88,6.88,3.44,481.82,330.39,812.21,10.32,88,88,70.0,96,96,96.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,288,0,3,132,0,0,2.92,0.0,280.46,0.0,280.46,2.92,96,96,96.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,18,9,1260,840,9,324,9,372,19.09,9.54,1336.3,890.86,2227.16,28.63,88,88,70.0,96,96,93.33333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,9,0,832,0,9,364,0,0,9.08,0.0,839.26,0.0,839.26,9.08,96,96,92.44444444444444,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,3,1,228,88,2,72,1,36,3.16,1.05,240.47,92.81,333.28,4.21,88,88,76.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,952,0,1,796,0,0,17.34,0.0,5502.04,0.0,5502.04,17.34,848,848,317.3333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
56168,3,4,200,1040,1,44,2,832,18.54,24.72,1235.8,6426.17,7661.97,43.26,96,96,66.66666666666667,672,672,260.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52136,17,0,6124,0,11,5240,0,0,17.6,0.0,6338.36,0.0,6338.36,17.6,1500,1500,360.2352941176471,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,20,16,1256,6180,6,216,13,5348,21.36,17.09,1341.64,6601.4,7943.04,38.45,88,88,62.8,1536,1536,386.25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
22,2,1,148,88,1,44,1,36,442.97,221.49,32780.11,19490.88,52270.990000000005,664.46,96,96,74.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,2,0,140,0,1,36,0,0,1.91,0.0,133.65,0.0,133.65,1.91,88,88,70.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,10,10,672,1368,4,152,5,228,10.9,10.9,732.74,1491.65,2224.3900000000003,21.8,96,96,67.2,672,672,136.8,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,11,0,1476,0,5,892,0,0,11.14,0.0,1495.14,0.0,1495.14,11.14,672,672,134.1818181818182,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,4,2,280,240,2,72,2,136,21.52,10.76,1506.4,1291.2,2797.6000000000004,32.28,88,88,70.0,120,120,120.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
22,5,3,368,264,3,108,3,108,5.03,3.02,370.52,265.81,636.3299999999999,8.05,88,88,73.6,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,4,0,352,0,4,144,0,0,3.86,0.0,339.62,0.0,339.62,3.86,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,12,7,768,3744,4,144,7,3380,19.21,11.21,1229.54,5994.03,7223.57,30.42,88,88,64.0,1288,1288,534.8571428571429,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,6,0,3656,0,6,3344,0,0,12.7,0.0,7736.44,0.0,7736.44,12.7,1288,1288,609.3333333333334,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,6,3,444,280,3,132,3,124,6.49,3.24,479.91,302.64,782.55,9.73,96,96,74.0,96,96,93.33333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,280,0,2,80,0,0,3.24,0.0,302.43,0.0,302.43,3.24,96,96,93.33333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,6,3,444,264,3,132,3,108,7.53,3.77,557.32,331.38,888.7,11.3,96,96,74.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,4,0,352,0,4,144,0,0,3.93,0.0,345.92,0.0,345.92,3.93,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,6,3,444,264,3,132,3,108,8.08,4.04,598.16,355.66,953.8199999999999,12.120000000000001,96,96,74.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,2,0,176,0,2,72,0,0,4.09,0.0,359.57,0.0,359.57,4.09,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
56168,1,1,52,256,0,0,1,204,80.91,80.91,4207.57,20714.21,24921.78,161.82,52,52,52.0,256,256,256,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52136,1,0,256,0,1,204,0,0,0,0,0,0,0,0,256,256,256,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,11,6,752,2920,5,180,6,2608,17.84,9.73,1219.48,4735.21,5954.6900000000005,27.57,88,88,68.36363636363636,2400,2400,486.6666666666667,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,6,0,2920,0,6,2608,0,0,10.3,0.0,5010.25,0.0,5010.25,10.3,2400,2400,486.6666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,11,6,752,3936,5,180,6,3624,16.41,8.95,1122.04,5872.82,6994.86,25.36,88,88,68.36363636363636,3112,3112,656.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,7,0,3988,0,7,3624,0,0,10.81,0.0,6160.26,0.0,6160.26,10.81,2948,2948,569.7142857142857,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,12,7,804,808,5,180,7,444,15.08,8.79,1010.12,1015.14,2025.26,23.869999999999997,88,88,67.0,184,184,115.42857142857143,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,7,0,808,0,7,444,0,0,9.06,0.0,1046.28,0.0,1046.28,9.06,184,184,115.42857142857143,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,6,3,420,264,3,108,2,72,6.76,3.38,473.28,297.49,770.77,10.14,88,88,70.0,88,88,88.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,3,0,264,0,3,108,0,0,3.47,0.0,305.59,0.0,305.59,3.47,88,88,88.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,12,10,696,1232,2,72,10,712,28.1,23.41,1629.51,2884.42,4513.93,51.510000000000005,88,88,58.0,232,232,123.2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,7,0,968,0,7,604,0,0,17.35,0.0,2399.27,0.0,2399.27,17.35,232,232,138.28571428571428,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
22,16,9,1108,1044,7,276,7,576,22.7,12.77,1571.73,1480.95,3052.6800000000003,35.47,112,112,69.25,228,228,116.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52136,13,0,2288,0,13,1612,0,0,18.01,0.0,3170.13,0.0,3170.13,18.01,816,816,176.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52136,13,0,1560,0,12,884,0,0,14.38,0.0,1725.3,0.0,1725.3,14.38,228,228,120.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
80,5,5,355,416,0,0,0,0,10.25,10.25,727.98,853.07,1581.0500000000002,20.5,139,139,71.0,200,200,83.2,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,7,0,459,0,0,0,0,0,7.81,0.0,512.24,0.0,512.24,7.81,139,139,65.57142857142857,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
80,5,5,355,416,0,0,0,0,10.13,10.13,719.1,842.67,1561.77,20.26,139,139,71.0,200,200,83.2,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
80,7,0,459,0,0,0,0,0,8.52,0.0,558.37,0.0,558.37,8.52,139,139,65.57142857142857,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
80,6,5,407,416,0,0,0,0,12.2,10.17,827.81,846.11,1673.92,22.369999999999997,139,139,67.83333333333333,200,200,83.2,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,6,0,494,0,0,0,0,0,6.75,0.0,555.67,0.0,555.67,6.75,139,139,82.33333333333333,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,6,0,407,0,0,0,0,0,14.92,0.0,1012.15,0.0,1012.15,14.92,139,139,67.83333333333333,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
